player_id,player_name,team_id,team_abbreviation,age,gp,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,dd2,td3
920,A.C. Green,1610612742,DAL,34.0,82,0.244,2645.5066666666667,242,534,0.453,0,4,0.0,116,162,0.716,219,449,668,123,68,78,27,33,157,2,600,-381,14,0
243,Aaron McKie,1610612755,PHI,25.0,81,0.42,1812.5416666666667,139,381,0.365,12,63,0.19,42,55,0.764,58,173,231,175,76,101,13,35,164,1,332,25,0,0
1425,Aaron Williams,1610612760,SEA,26.0,65,0.754,756.795,116,221,0.525,0,1,0.0,66,85,0.776,49,99,148,14,50,19,38,25,119,1,298,63,0,0
228,Adam Keefe,1610612762,UTA,28.0,80,0.763,2047.0916666666667,229,424,0.54,0,0,0.0,162,200,0.81,179,259,438,89,71,52,24,52,172,2,620,428,5,0
673,Alan Henderson,1610612737,ATL,25.0,69,0.609,2006.3433333333332,365,753,0.485,3,6,0.5,253,388,0.652,200,242,442,73,110,40,36,77,175,1,986,90,12,0
275,Allan Houston,1610612752,NYK,27.0,82,0.524,2849.3533333333335,571,1277,0.447,82,213,0.385,285,335,0.851,43,231,274,212,200,63,24,64,207,1,1509,129,1,0
947,Allen Iverson,1610612755,PHI,23.0,80,0.388,3152.1966666666667,649,1407,0.461,70,235,0.298,390,535,0.729,86,210,296,494,244,176,25,107,200,0,1758,-93,12,0
297,Alonzo Mourning,1610612748,MIA,28.0,58,0.672,1939.3166666666664,404,733,0.551,0,0,0.0,309,465,0.665,194,365,559,52,179,40,130,58,208,7,1117,427,24,0
692,Andrew DeClercq,1610612738,BOS,25.0,81,0.444,1522.503333333333,169,340,0.497,0,1,0.0,101,168,0.601,180,212,392,59,84,85,49,33,277,2,439,-91,2,0
924,Anthony Goldwire,1610612743,DEN,26.0,82,0.134,2209.68,269,635,0.424,63,164,0.384,150,186,0.806,40,107,147,277,85,86,7,47,149,0,751,-520,0,0
1533,Anthony Johnson,1610612758,SAC,23.0,77,0.325,2261.665,226,609,0.371,42,128,0.328,80,110,0.727,51,120,171,329,120,64,6,58,188,0,574,-353,1,0
193,Anthony Mason,1610612766,CHH,31.0,81,0.617,3147.44,389,764,0.509,0,4,0.0,261,402,0.649,177,649,826,342,146,68,18,63,182,5,1039,155,32,0
156,Antoine Carr,1610612762,UTA,36.0,66,0.727,1082.9683333333332,151,325,0.465,0,0,0.0,76,98,0.776,42,89,131,48,48,11,53,20,195,2,378,76,0,0
952,Antoine Walker,1610612738,BOS,21.0,82,0.439,3271.645,722,1705,0.423,91,292,0.312,305,473,0.645,270,566,836,273,292,142,60,121,262,4,1840,-270,47,1
1498,Antonio Daniels,1610612763,VAN,23.0,74,0.23,1952.7683333333337,228,548,0.416,11,52,0.212,112,170,0.659,22,121,143,334,164,55,10,25,88,0,579,-497,4,0
213,Antonio Davis,1610612754,IND,29.0,82,0.707,2200.8033333333333,254,528,0.481,0,3,0.0,277,398,0.696,192,368,560,61,103,45,72,58,233,1,785,177,6,0
686,Antonio McDyess,1610612756,PHX,23.0,81,0.679,2433.0666666666666,497,927,0.536,0,2,0.0,231,329,0.702,206,407,613,106,142,100,135,50,292,5,1225,181,24,0
288,Armen Gilliam,1610612749,MIL,34.0,82,0.439,2115.675,327,676,0.484,0,4,0.0,267,333,0.802,146,293,439,104,148,65,37,46,177,0,921,-147,9,0
717,Arvydas Sabonis,1610612757,POR,33.0,73,0.548,2331.733333333333,407,826,0.493,30,115,0.261,323,405,0.798,149,580,729,218,190,65,80,44,267,1,1167,290,36,0
422,Avery Johnson,1610612759,SAS,33.0,75,0.667,2671.495,321,671,0.478,2,13,0.154,122,168,0.726,30,120,150,591,165,84,18,35,140,0,766,255,12,0
769,B.J. Armstrong,1610612766,CHH,30.0,66,0.545,832.275,105,213,0.493,9,35,0.257,42,50,0.84,16,60,76,150,42,29,0,9,74,0,261,3,0,0
1112,Ben Wallace,1610612764,WAS,23.0,67,0.507,1125.0383333333334,85,164,0.518,0,0,0.0,35,98,0.357,112,212,324,18,28,61,72,19,116,0,205,147,1,0
182,Billy Owens,1610612758,SAC,29.0,78,0.321,2349.508333333333,338,728,0.464,26,70,0.371,116,197,0.589,170,412,582,219,153,93,38,56,231,1,818,-256,14,0
183,Bison Dele,1610612765,DET,29.0,78,0.449,2622.721666666667,531,1040,0.511,1,3,0.333,198,280,0.707,223,472,695,94,181,67,55,63,252,2,1261,33,30,0
898,Blue Edwards,1610612763,VAN,32.0,81,0.235,1969.8433333333332,326,742,0.439,40,120,0.333,180,215,0.837,61,156,217,201,134,86,27,37,183,4,872,-173,0,0
448,Bo Outlaw,1610612753,ORL,27.0,82,0.5,2954.298333333333,300,542,0.554,1,4,0.25,180,313,0.575,255,382,637,216,175,107,181,53,260,6,781,-27,16,1
310,Bobby Hurley,1610612763,VAN,27.0,61,0.311,875.18,93,238,0.391,5,22,0.227,59,76,0.776,12,54,66,177,86,23,0,17,79,0,250,-135,0,0
1517,Bobby Jackson,1610612743,DEN,25.0,68,0.118,2044.7483333333332,310,791,0.392,21,81,0.259,149,183,0.814,78,224,302,317,184,105,11,57,160,1,790,-491,5,0
184,Bobby Phills,1610612766,CHH,28.0,62,0.645,1888.2683333333337,246,552,0.446,44,114,0.386,106,140,0.757,59,157,216,187,108,81,18,29,181,5,642,119,0,0
699,Brent Barry,1610612748,MIA,26.0,58,0.362,1603.0916666666667,213,506,0.421,90,229,0.393,115,134,0.858,29,142,171,153,104,64,27,22,118,0,631,-183,0,0
85,Brent Price,1610612745,HOU,29.0,72,0.486,1335.3283333333334,128,310,0.413,73,187,0.39,77,98,0.786,37,70,107,192,111,52,4,19,163,0,406,-2,0,0
1510,Brevin Knight,1610612739,CLE,22.0,80,0.563,2484.025,261,592,0.441,0,7,0.0,201,251,0.801,67,186,253,656,194,196,18,44,271,0,723,296,12,0
967,Brian Evans,1610612751,NJN,24.0,72,0.444,893.5716666666667,123,312,0.394,29,87,0.333,46,57,0.807,49,88,137,55,38,29,13,17,101,0,321,-37,0,0
258,Brian Grant,1610612757,POR,26.0,61,0.574,1922.795,283,557,0.508,0,1,0.0,171,228,0.75,197,358,555,86,110,44,45,70,184,3,737,108,20,0
216,Brian Shaw,1610612755,PHI,32.0,59,0.288,1527.993333333333,154,446,0.345,28,95,0.295,36,52,0.692,37,178,215,261,99,49,17,25,148,0,372,-210,1,0
1477,Bruce Bowen,1610612738,BOS,27.0,61,0.426,1302.66,122,298,0.409,20,59,0.339,76,122,0.623,79,95,174,81,52,87,29,29,174,1,340,10,0,0
735,Bryant Reeves,1610612763,VAN,25.0,74,0.216,2523.826666666667,492,940,0.523,0,4,0.0,223,316,0.706,196,389,585,155,156,39,80,81,278,3,1207,-364,18,0
935,Bryon Russell,1610612762,UTA,27.0,82,0.756,2222.175,226,525,0.43,73,214,0.341,213,278,0.766,78,248,326,101,81,90,31,26,229,3,738,224,0,0
384,Calbert Cheaney,1610612764,WAS,26.0,82,0.512,2840.0416666666665,448,981,0.457,15,53,0.283,139,215,0.647,82,242,324,173,104,96,36,47,264,3,1050,-6,0,0
61,Carl Herrera,1610612759,SAS,31.0,58,0.724,516.0433333333333,76,175,0.434,0,1,0.0,18,44,0.409,24,67,91,22,38,19,12,10,71,2,170,-78,0,0
1538,Cedric Henderson,1610612739,CLE,23.0,82,0.573,2528.8016666666667,348,725,0.48,0,4,0.0,136,190,0.716,71,254,325,168,165,96,45,66,238,1,832,119,0,0
787,Charles Barkley,1610612745,HOU,35.0,68,0.529,2243.9266666666667,361,744,0.485,18,84,0.214,296,397,0.746,241,553,794,217,147,71,28,56,187,1,1036,92,42,1
891,Charles Oakley,1610612752,NYK,34.0,79,0.532,2729.9133333333334,307,698,0.44,0,6,0.0,97,114,0.851,218,506,724,201,126,123,22,19,280,6,711,128,20,0
369,Charlie Ward,1610612752,NYK,27.0,82,0.524,2322.6116666666667,235,516,0.455,81,215,0.377,91,113,0.805,32,242,274,466,175,144,37,21,195,0,642,278,5,0
1497,Chauncey Billups,1610612761,TOR,21.0,80,0.35,2215.02,280,749,0.374,107,325,0.329,226,266,0.85,62,128,190,314,174,107,4,56,172,1,893,-449,0,0
685,Cherokee Parks,1610612750,MIN,25.0,79,0.544,1702.388333333333,224,449,0.499,0,1,0.0,110,169,0.651,140,297,437,53,66,36,86,35,237,1,558,-26,3,0
164,Chris Childs,1610612752,NYK,30.0,68,0.544,1601.4916666666666,149,354,0.421,27,87,0.31,104,126,0.825,29,133,162,268,103,56,6,18,179,2,429,-13,1,0
168,Chris Mills,1610612752,NYK,28.0,80,0.525,2182.5333333333333,292,675,0.433,40,137,0.292,152,189,0.804,120,288,408,133,107,45,30,37,218,3,776,194,3,0
904,Chris Mullin,1610612754,IND,34.0,82,0.707,2177.8733333333334,333,692,0.481,107,243,0.44,154,164,0.939,38,211,249,186,117,95,39,38,186,0,927,450,0,0
185,Chris Webber,1610612764,WAS,25.0,71,0.549,2808.9966666666664,647,1341,0.482,65,205,0.317,196,333,0.589,176,498,674,273,185,111,124,28,269,0,1555,46,36,0
43,Chris Whitney,1610612764,WAS,26.0,82,0.512,1073.4666666666667,126,355,0.355,52,169,0.308,118,129,0.915,16,99,115,196,65,34,6,13,106,0,422,3,0,0
363,Christian Laettner,1610612737,ATL,28.0,74,0.635,2286.5233333333335,354,730,0.485,6,27,0.222,306,354,0.864,142,345,487,190,183,71,73,45,246,2,1020,172,10,0
456,Chuck Person,1610612759,SAS,34.0,61,0.689,1451.9466666666667,143,398,0.359,95,276,0.344,28,37,0.757,17,187,204,86,67,29,10,8,121,1,409,131,0,0
359,Chucky Brown,1610612737,ATL,30.0,77,0.61,1205.835,161,372,0.433,2,8,0.25,63,87,0.724,57,125,182,55,51,23,13,17,100,2,387,44,0,0
221,Clar. Weatherspoon,1610612744,GSW,27.0,79,0.304,2324.77,268,608,0.441,0,0,0.0,200,277,0.722,198,396,594,89,119,85,74,73,194,1,736,-154,11,0
361,Clifford Robinson,1610612756,PHX,31.0,80,0.688,2363.71,429,895,0.479,27,84,0.321,248,360,0.689,152,258,410,170,140,92,90,52,249,3,1133,186,6,0
17,Clyde Drexler,1610612745,HOU,36.0,70,0.557,2473.1783333333333,452,1059,0.427,106,334,0.317,277,346,0.801,105,241,346,382,189,126,42,42,193,2,1287,73,11,0
1133,Corey Beck,1610612766,CHH,27.0,59,0.627,737.5466666666666,73,159,0.459,2,4,0.5,43,59,0.729,27,63,90,98,70,33,7,9,100,0,191,3,0,0
916,Corie Blount,1610612747,LAL,29.0,70,0.729,1026.15,107,187,0.572,0,4,0.0,39,78,0.5,114,184,298,37,51,29,25,16,157,1,253,101,0,0
722,Corliss Williamson,1610612758,SAC,24.0,79,0.316,2814.51,561,1134,0.495,0,9,0.0,279,443,0.63,162,284,446,230,199,76,48,82,252,1,1401,-278,6,0
724,Cory Alexander,1610612743,DEN,25.0,60,0.483,1295.1583333333333,171,400,0.428,66,176,0.375,80,102,0.784,17,129,146,209,112,70,11,15,98,0,488,-145,4,0
905,Dale Davis,1610612754,IND,29.0,78,0.705,2171.0333333333333,273,498,0.548,0,0,0.0,80,172,0.465,233,378,611,70,73,51,87,47,209,1,626,386,7,0
107,Dale Ellis,1610612760,SEA,37.0,79,0.747,1941.371666666667,347,700,0.496,127,276,0.46,111,142,0.782,51,133,184,89,74,60,5,23,128,0,932,353,0,0
757,Damon Stoudamire,1610612757,POR,24.0,71,0.338,2842.526666666666,448,1091,0.411,91,304,0.299,238,287,0.829,87,211,298,580,223,113,7,70,150,1,1225,-251,21,0
105,Dan Majerle,1610612748,MIA,32.0,72,0.681,1928.0716666666667,184,439,0.419,111,295,0.376,40,51,0.784,48,220,268,157,65,68,15,17,139,0,519,280,0,0
7,Dan Schayes,1610612753,ORL,39.0,74,0.473,1271.4133333333334,155,371,0.418,0,0,0.0,96,119,0.807,97,145,242,44,61,34,33,29,182,2,406,-14,1,0
344,Dana Barros,1610612738,BOS,31.0,80,0.45,1690.0733333333333,281,609,0.461,100,246,0.407,122,144,0.847,28,125,153,286,107,83,6,25,124,0,784,-36,1,0
198,Danny Ferry,1610612739,CLE,31.0,69,0.565,1037.9483333333333,113,286,0.395,33,99,0.333,32,40,0.8,23,91,114,59,53,26,17,10,118,0,291,12,0,0
1504,Danny Fortson,1610612743,DEN,22.0,80,0.138,1813.4283333333333,276,611,0.452,1,3,0.333,263,339,0.776,182,266,448,76,157,44,30,102,314,7,816,-412,7,0
330,Danny Manning,1610612756,PHX,32.0,70,0.657,1796.6983333333333,390,756,0.516,0,7,0.0,167,226,0.739,110,282,392,139,100,71,46,27,201,2,947,267,6,0
239,Darrick Martin,1610612746,LAC,27.0,82,0.207,2293.306666666667,275,730,0.377,107,293,0.365,184,217,0.848,19,145,164,331,154,82,10,44,198,0,841,-205,1,0
1032,Darvin Ham,1610612764,WAS,24.0,71,0.521,634.4116666666666,55,104,0.529,0,0,0.0,35,74,0.473,72,59,131,16,37,21,25,16,118,0,145,16,0,0
128,David Benoit,1610612753,ORL,30.0,77,0.532,1123.6516666666666,152,408,0.373,55,170,0.324,61,74,0.824,60,143,203,25,52,35,20,21,157,0,420,5,0,0
764,David Robinson,1610612759,SAS,32.0,73,0.685,2459.075,544,1065,0.511,1,4,0.25,485,660,0.735,239,536,775,199,202,64,192,76,204,4,1574,356,40,0
133,David Wesley,1610612766,CHH,27.0,81,0.617,2846.715,383,864,0.443,59,170,0.347,229,288,0.795,49,164,213,529,226,140,30,53,229,0,1054,135,11,0
766,David Wingate,1610612760,SEA,34.0,58,0.776,543.8983333333333,66,140,0.471,3,7,0.429,15,29,0.517,19,60,79,37,37,21,3,9,58,0,150,-48,0,0
1051,Dean Garrett,1610612743,DEN,31.0,82,0.134,2630.705,242,565,0.428,0,0,0.0,114,176,0.648,227,417,644,90,84,57,133,46,197,0,598,-761,16,0
244,Dee Brown,1610612761,TOR,29.0,72,0.292,1722.6483333333333,246,562,0.438,108,271,0.399,58,71,0.817,24,128,152,154,73,82,23,10,123,0,658,-250,0,0
23,Dennis Rodman,1610612741,CHI,37.0,80,0.75,2857.95,155,360,0.431,4,23,0.174,61,111,0.55,421,780,1201,230,147,47,18,10,238,6,375,339,5,0
192,Dennis Scott,1610612756,PHX,29.0,81,0.358,2284.576666666667,329,828,0.397,125,342,0.365,105,130,0.808,47,200,247,152,104,53,39,31,152,0,888,-145,0,0
1507,Derek Anderson,1610612739,CLE,23.0,66,0.606,1837.1833333333336,239,586,0.408,17,84,0.202,275,315,0.873,55,132,187,227,128,86,13,32,136,0,770,109,1,0
965,Derek Fisher,1610612747,LAL,23.0,82,0.744,1763.81,164,378,0.434,31,81,0.383,115,152,0.757,38,155,193,333,119,75,5,25,126,0,474,279,3,0
157,Derek Harper,1610612753,ORL,36.0,66,0.439,1760.6133333333332,226,542,0.417,59,164,0.36,55,79,0.696,23,80,103,233,101,72,10,9,140,2,566,13,2,0
400,Derek Strong,1610612753,ORL,30.0,58,0.569,1640.9833333333331,260,618,0.421,0,4,0.0,218,279,0.781,152,275,427,51,74,31,24,52,122,2,738,72,15,0
934,Derrick Coleman,1610612755,PHI,31.0,59,0.39,2133.645,356,867,0.411,26,98,0.265,302,391,0.772,149,438,587,145,157,46,68,77,144,1,1040,-57,32,0
96,Detlef Schrempf,1610612760,SEA,35.0,78,0.744,2741.866666666667,437,898,0.487,61,147,0.415,297,352,0.844,135,419,554,341,168,60,19,37,205,2,1232,545,13,0
87,Dikembe Mutombo,1610612737,ATL,32.0,82,0.61,2914.826666666667,399,743,0.537,0,0,0.0,303,452,0.67,276,656,932,82,168,34,277,53,254,4,1101,419,47,0
690,Don Reid,1610612765,DET,24.0,68,0.485,990.99,94,176,0.534,0,0,0.0,50,71,0.704,77,98,175,26,28,25,55,16,183,1,238,-19,1,0
923,Donyell Marshall,1610612744,GSW,25.0,73,0.219,2614.8283333333334,451,1090,0.414,63,201,0.313,158,216,0.731,210,418,628,159,147,95,73,67,226,0,1123,-464,27,0
57,Doug Christie,1610612761,TOR,28.0,78,0.192,2942.866666666667,458,1071,0.428,100,307,0.326,271,327,0.829,94,310,404,282,228,190,57,80,198,4,1287,-485,1,0
698,Eddie Johnson,1610612745,HOU,39.0,75,0.493,1490.505,227,544,0.417,66,198,0.333,113,136,0.831,50,103,153,88,62,32,3,33,89,0,633,-87,0,0
224,Eddie Jones,1610612747,LAL,26.0,80,0.75,2909.951666666667,486,1005,0.484,143,368,0.389,234,306,0.765,85,217,302,246,146,160,55,67,164,0,1349,612,1,0
922,Elden Campbell,1610612747,LAL,29.0,81,0.741,1783.5266666666666,289,624,0.463,1,2,0.5,237,342,0.693,143,312,455,78,115,35,102,66,209,2,816,26,6,0
695,Eldridge Recasner,1610612737,ATL,30.0,59,0.542,1453.8516666666667,206,452,0.456,62,148,0.419,74,79,0.937,32,110,142,117,91,41,1,22,94,0,548,-74,2,0
386,Elliot Perry,1610612749,MIL,29.0,81,0.444,1751.525,241,561,0.43,17,50,0.34,92,109,0.844,21,87,108,230,128,90,2,25,129,1,591,-238,1,0
785,Eric Murdock,1610612748,MIA,30.0,82,0.671,1396.7033333333334,177,419,0.422,28,91,0.308,125,156,0.801,39,117,156,219,104,103,13,28,173,0,507,31,0,0
