player_id,player_name,team_id,team_abbreviation,age,gp,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,dd2,td3
243,Aaron McKie,1610612755,PHI,31.0,75,0.4,2116.925,265,577,0.459,75,172,0.436,84,111,0.757,45,208,253,195,103,85,23,52,142,0,689,-42,0,0
1425,Aaron Williams,1610612751,NJN,32.0,72,0.542,1335.8466666666666,172,342,0.503,1,3,0.333,105,155,0.677,101,193,294,81,89,34,46,20,187,0,450,-50,1,0
1733,Al Harrington,1610612754,IND,24.0,79,0.734,2440.8633333333332,421,909,0.463,21,77,0.273,185,252,0.734,163,345,508,131,163,80,22,80,250,0,1048,71,12,0
1043,Amal McCaskill,1610612755,PHI,30.0,59,0.424,634.025,47,117,0.402,0,1,0.0,19,27,0.704,48,85,133,20,25,12,20,12,89,0,113,-59,0,0
1889,Andre Miller,1610612743,DEN,28.0,82,0.524,2847.3233333333333,430,941,0.457,12,65,0.185,342,411,0.832,127,239,366,501,215,142,25,81,194,0,1214,163,11,1
1905,Andrei Kirilenko,1610612762,UTA,23.0,78,0.538,2905.9166666666665,412,931,0.443,68,201,0.338,392,496,0.79,226,403,629,244,215,148,215,81,174,0,1284,86,25,0
692,Andrew DeClercq,1610612753,ORL,31.0,71,0.239,1209.1766666666667,93,195,0.477,0,0,0.0,44,54,0.815,131,186,317,44,54,47,32,40,217,0,230,-101,1,0
358,Anfernee Hardaway,1610612752,NYK,32.0,76,0.434,2095.278333333333,279,679,0.411,30,79,0.38,111,138,0.804,69,218,287,176,107,70,20,32,146,0,699,-79,1,0
1712,Antawn Jamison,1610612742,DAL,28.0,82,0.634,2378.895,488,913,0.535,16,40,0.4,220,294,0.748,233,287,520,70,81,83,30,60,174,0,1212,277,9,0
1533,Anthony Johnson,1610612754,IND,29.0,73,0.726,1603.4183333333333,167,411,0.406,41,122,0.336,75,94,0.798,28,102,130,202,75,64,8,20,138,0,450,-2,0,0
324,Anthony Peeler,1610612758,SAC,34.0,75,0.667,1383.4033333333334,156,348,0.448,68,141,0.482,51,61,0.836,31,122,153,120,77,56,10,22,103,0,431,129,0,0
952,Antoine Walker,1610612742,DAL,27.0,82,0.634,2837.135,483,1129,0.428,82,305,0.269,103,186,0.554,198,486,684,369,202,65,65,89,212,0,1151,134,27,2
1498,Antonio Daniels,1610612760,SEA,29.0,71,0.408,1515.8183333333334,187,398,0.47,42,116,0.362,155,184,0.842,23,119,142,298,61,45,6,18,64,0,571,43,6,0
213,Antonio Davis,1610612741,CHI,35.0,80,0.338,2578.5616666666665,266,660,0.403,0,0,0.0,176,230,0.765,207,464,671,137,114,37,65,81,206,0,708,-309,17,0
1506,Austin Croshere,1610612754,IND,29.0,77,0.74,1043.445,119,307,0.388,56,144,0.389,93,104,0.894,60,183,243,52,55,24,14,28,101,0,387,51,2,0
1884,Baron Davis,1610612740,NOH,25.0,67,0.537,2686.9766666666665,554,1402,0.395,187,582,0.321,237,352,0.673,66,221,287,501,215,158,27,64,178,0,1532,172,22,0
1112,Ben Wallace,1610612765,DET,29.0,81,0.667,3059.3366666666666,315,748,0.421,1,8,0.125,142,290,0.49,324,682,1006,138,123,143,246,58,162,0,773,440,34,0
448,Bo Outlaw,1610612763,MEM,33.0,82,0.61,1613.8516666666667,159,312,0.51,0,4,0.0,61,116,0.526,125,217,342,90,69,73,70,30,170,1,379,189,1,0
682,Bob Sura,1610612737,ATL,31.0,80,0.525,1657.3133333333333,202,485,0.416,21,79,0.266,171,226,0.757,100,226,326,233,105,62,14,29,158,0,596,-7,12,2
1719,Bonzi Wells,1610612763,MEM,27.0,72,0.625,1871.8633333333332,363,850,0.427,22,69,0.319,138,183,0.754,78,182,260,139,161,91,19,50,197,1,886,19,0,0
2564,Boris Diaw,1610612737,ATL,22.0,76,0.368,1915.235,140,313,0.447,6,26,0.231,56,93,0.602,111,231,342,182,126,59,37,15,191,0,342,-243,1,0
1802,Brad Miller,1610612758,SAC,28.0,72,0.681,2626.555,373,731,0.51,12,38,0.316,256,329,0.778,191,552,743,312,144,68,86,68,247,3,1014,499,32,2
2217,Brendan Haywood,1610612764,WAS,24.0,77,0.312,1493.1783333333333,200,388,0.515,0,1,0.0,137,234,0.585,186,201,387,43,80,32,100,24,154,0,537,-75,3,0
699,Brent Barry,1610612760,SEA,32.0,59,0.508,1802.4833333333331,215,427,0.504,114,252,0.452,91,110,0.827,21,183,204,342,139,85,16,17,121,1,635,41,6,0
2073,Brian Cardinal,1610612744,GSW,27.0,76,0.421,1631.355,220,466,0.472,55,124,0.444,238,271,0.878,100,217,317,103,84,66,20,40,206,1,733,141,4,0
258,Brian Grant,1610612748,MIA,32.0,76,0.526,2302.23,289,613,0.471,0,1,0.0,86,110,0.782,174,350,524,69,82,51,35,47,254,1,664,32,10,0
2243,Brian Scalabrine,1610612751,NJN,26.0,69,0.623,917.0016666666668,86,218,0.394,10,41,0.244,58,70,0.829,42,131,173,65,42,21,14,9,113,0,240,-29,0,0
1477,Bruce Bowen,1610612759,SAS,33.0,82,0.695,2627.1866666666665,211,502,0.42,77,212,0.363,66,114,0.579,45,208,253,113,90,84,33,32,166,1,565,394,0,0
935,Bryon Russell,1610612747,LAL,33.0,72,0.639,934.9216666666666,98,244,0.402,43,112,0.384,50,65,0.769,32,114,146,71,37,32,12,5,110,0,289,36,0,0
384,Calbert Cheaney,1610612744,GSW,32.0,79,0.468,2061.8416666666667,278,578,0.481,0,10,0.0,47,77,0.61,77,183,260,136,85,60,12,34,184,0,603,7,2,0
1916,Calvin Booth,1610612760,SEA,28.0,71,0.437,1197.7283333333332,135,290,0.466,0,2,0.0,75,94,0.798,86,194,280,28,45,17,101,29,150,0,345,-65,0,0
2306,Carlos Arroyo,1610612762,UTA,24.0,71,0.493,2002.5216666666668,339,768,0.441,38,117,0.325,181,225,0.804,41,144,185,355,156,63,5,48,165,0,897,-19,4,0
2430,Carlos Boozer,1610612739,CLE,22.0,75,0.453,2597.6033333333335,471,900,0.523,1,6,0.167,219,285,0.768,230,627,857,148,134,74,55,67,199,0,1162,33,41,0
2546,Carmelo Anthony,1610612743,DEN,20.0,82,0.524,2991.2316666666666,624,1465,0.426,69,214,0.322,408,525,0.777,183,315,498,227,247,97,41,138,225,1,1725,65,11,0
2406,Caron Butler,1610612748,MIA,24.0,68,0.574,2025.6733333333336,240,631,0.38,10,42,0.238,133,176,0.756,92,234,326,126,91,75,13,58,162,0,623,85,5,0
2418,Casey Jacobsen,1610612756,PHX,23.0,78,0.321,1831.1916666666664,150,360,0.417,75,180,0.417,91,111,0.82,42,159,201,98,68,48,9,25,144,0,466,-94,0,0
369,Charlie Ward,1610612759,SAS,33.0,71,0.535,1252.805,160,390,0.41,84,206,0.408,20,27,0.741,12,132,144,215,96,64,11,14,107,0,424,-71,1,0
1497,Chauncey Billups,1610612765,DET,27.0,78,0.654,2772.2966666666666,392,996,0.394,130,335,0.388,404,460,0.878,35,241,276,446,189,84,8,62,177,0,1318,413,5,1
2365,Chris Andersen,1610612743,DEN,25.0,71,0.549,1028.5183333333334,90,203,0.443,0,1,0.0,63,107,0.589,89,209,298,35,48,34,114,18,119,0,243,-15,2,0
2547,Chris Bosh,1610612761,TOR,20.0,75,0.387,2516.485,327,712,0.459,5,14,0.357,202,288,0.701,191,366,557,78,107,59,106,64,215,0,861,-162,13,0
2549,Chris Kaman,1610612746,LAC,22.0,82,0.341,1850.2966666666664,200,435,0.46,0,2,0.0,99,142,0.697,126,335,461,85,155,23,73,61,211,0,499,-212,6,0
2036,Chris Mihm,1610612738,BOS,24.0,76,0.355,1327.845,186,381,0.488,0,0,0.0,110,166,0.663,156,257,413,21,90,37,63,43,208,1,482,-99,3,0
