player_id,player_name,team_id,team_abbreviation,age,gp,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,dd2,td3
201189,Aaron Gray,1610612741,CHI,23.0,61,0.377,612.9966666666667,103,204,0.505,0,1,0.0,56,99,0.566,70,98,168,41,57,21,16,30,117,78,262,-21,2,0
1502,Adonal Foyle,1610612753,ORL,33.0,82,0.634,773.7616666666667,70,153,0.458,0,0,0.0,16,34,0.471,71,137,208,18,32,16,45,22,94,40,156,-17,0,0
1733,Al Harrington,1610612744,GSW,28.0,81,0.593,2190.3016666666667,401,923,0.434,153,408,0.375,147,190,0.774,107,332,439,132,90,74,16,40,266,179,1102,157,7,0
201143,Al Horford,1610612737,ATL,22.0,81,0.457,2539.8866666666668,333,668,0.499,0,5,0.0,155,212,0.731,248,537,785,124,137,60,76,49,267,177,821,-114,25,0
2744,Al Jefferson,1610612750,MIN,23.0,82,0.268,2918.7683333333334,721,1441,0.5,0,5,0.0,284,394,0.721,308,603,911,117,167,74,119,122,222,320,1726,-549,55,0
201154,Al Thornton,1610612746,LAC,24.0,79,0.291,2157.6983333333333,374,871,0.429,43,130,0.331,214,288,0.743,98,260,358,98,128,46,43,52,195,234,1005,-404,7,0
947,Allen Iverson,1610612743,DEN,33.0,82,0.61,3423.806666666667,712,1556,0.458,95,275,0.345,645,797,0.809,47,196,243,586,245,160,12,98,109,631,2164,360,15,0
2405,Amar'e Stoudemire,1610612756,PHX,25.0,79,0.671,2676.7916666666665,714,1211,0.59,5,31,0.161,556,691,0.805,178,541,719,118,174,64,163,76,294,489,1989,418,36,0
101161,Amir Johnson,1610612765,DET,21.0,62,0.79,763.9366666666666,92,165,0.558,0,0,0.0,37,55,0.673,87,148,235,29,39,24,82,15,141,57,221,180,0,0
101154,Andray Blatche,1610612764,WAS,21.0,82,0.524,1674.6266666666668,254,536,0.474,3,13,0.231,107,154,0.695,164,261,425,92,112,53,114,59,258,140,618,-240,9,0
2738,Andre Iguodala,1610612755,PHI,24.0,82,0.488,3241.77,582,1277,0.456,101,307,0.329,365,506,0.721,85,361,446,391,214,171,49,28,187,352,1630,9,8,0
1889,Andre Miller,1610612755,PHI,32.0,82,0.488,3015.8766666666666,569,1156,0.492,3,34,0.088,257,333,0.772,95,229,324,565,206,105,6,68,181,249,1398,-65,14,0
200745,Andrea Bargnani,1610612761,TOR,22.0,78,0.5,1861.118333333333,280,725,0.386,90,261,0.345,142,169,0.84,50,238,288,89,88,23,37,24,211,161,792,123,1,0
1905,Andrei Kirilenko,1610612762,UTA,27.0,72,0.653,2216.9283333333333,275,544,0.506,44,116,0.379,198,257,0.77,121,218,339,285,140,86,109,24,165,198,792,398,4,1
2804,Andres Nocioni,1610612741,CHI,28.0,82,0.402,2020.621666666667,379,877,0.432,126,346,0.364,196,243,0.807,48,294,342,95,133,25,43,49,245,217,1080,-122,1,0
101106,Andrew Bogut,1610612749,MIL,23.0,78,0.333,2720.0333333333333,465,910,0.511,0,7,0.0,189,322,0.587,245,518,763,199,172,64,135,61,254,299,1119,-349,38,0
2740,Andris Biedrins,1610612744,GSW,22.0,76,0.579,2078.345,340,543,0.626,0,0,0.0,116,187,0.62,256,488,744,75,85,56,94,47,262,165,796,208,27,0
1712,Antawn Jamison,1610612764,WAS,32.0,79,0.519,3060.776666666666,618,1417,0.436,120,354,0.339,333,438,0.76,215,591,806,120,113,106,34,56,195,358,1689,196,44,0
1853,Anthony Carter,1610612743,DEN,33.0,70,0.6,1959.7333333333331,218,476,0.458,45,129,0.349,64,85,0.753,27,173,200,388,124,107,28,18,172,72,545,2,4,0
1533,Anthony Johnson,1610612758,SAC,33.0,69,0.464,1530.335,155,355,0.437,42,93,0.452,35,43,0.814,22,115,137,262,84,52,9,18,115,52,387,-101,4,0
1515,Anthony Parker,1610612761,TOR,33.0,82,0.5,2633.891666666667,395,829,0.476,133,304,0.438,102,125,0.816,50,284,334,183,87,79,17,43,157,131,1025,170,0,0
1498,Antonio Daniels,1610612764,WAS,33.0,71,0.563,2160.705,205,447,0.459,17,74,0.23,170,219,0.776,23,180,203,340,91,69,2,21,78,190,597,12,3,0
686,Antonio McDyess,1610612765,DET,33.0,78,0.731,2284.8083333333334,293,600,0.488,0,2,0.0,97,156,0.622,204,462,666,89,75,61,53,15,246,154,683,307,16,0
201167,Arron Afflalo,1610612765,DET,22.0,75,0.733,970.3366666666668,99,241,0.411,10,48,0.208,68,87,0.782,36,101,137,52,34,31,8,31,83,67,276,120,0,0
1884,Baron Davis,1610612744,GSW,29.0,82,0.585,3196.2116666666666,650,1526,0.426,173,525,0.33,318,424,0.75,96,289,385,623,232,191,43,71,247,375,1791,242,18,3
2732,Ben Gordon,1610612741,CHI,25.0,72,0.403,2291.2633333333333,464,1069,0.434,142,346,0.41,266,293,0.908,40,181,221,213,150,55,8,46,171,244,1336,-231,0,0
1112,Ben Wallace,1610612739,CLE,33.0,72,0.431,2204.983333333333,138,352,0.392,0,4,0.0,72,169,0.426,234,370,604,105,67,88,117,29,121,173,348,-130,4,0
2757,Beno Udrih,1610612758,SAC,25.0,65,0.477,2079.5033333333336,328,708,0.463,53,137,0.387,125,147,0.85,34,183,217,282,148,56,10,50,138,132,834,-22,3,0
1517,Bobby Jackson,1610612745,HOU,35.0,72,0.722,1388.5833333333333,204,506,0.403,81,226,0.358,64,81,0.79,33,148,181,139,59,45,5,19,96,71,553,149,0,0
2250,Bobby Simmons,1610612749,MIL,28.0,70,0.343,1521.2033333333334,209,496,0.421,60,171,0.351,53,70,0.757,67,159,226,80,78,50,5,16,140,60,531,-217,0,0
1719,Bonzi Wells,1610612740,NOH,31.0,73,0.603,1561.246666666667,252,569,0.443,12,50,0.24,146,227,0.643,84,247,331,97,103,75,32,31,157,175,662,25,6,0
2564,Boris Diaw,1610612756,PHX,26.0,82,0.671,2307.575,308,646,0.477,13,41,0.317,96,129,0.744,97,281,378,317,155,61,39,34,166,160,725,160,4,0
2411,Bostjan Nachbar,1610612751,NJN,27.0,75,0.44,1659.5316666666668,245,609,0.402,94,262,0.359,154,196,0.786,56,204,260,88,85,44,21,50,182,160,738,-269,1,0
1802,Brad Miller,1610612758,SAC,32.0,72,0.486,2512.5383333333334,337,728,0.463,28,90,0.311,262,309,0.848,167,514,681,264,164,69,74,60,247,247,964,86,29,0
101138,Brandon Bass,1610612742,DAL,23.0,79,0.608,1556.4833333333331,246,493,0.499,0,4,0.0,162,197,0.822,120,227,347,58,82,22,48,48,150,146,654,-43,3,0
200750,Brandon Roy,1610612757,POR,23.0,74,0.541,2792.0,531,1170,0.454,73,215,0.34,281,373,0.753,81,267,348,430,136,79,16,51,147,346,1416,28,10,1
2217,Brendan Haywood,1610612764,WAS,28.0,80,0.513,2227.7733333333335,316,599,0.528,0,0,0.0,216,294,0.735,273,303,576,71,108,31,133,58,216,251,848,84,16,0
1510,Brevin Knight,1610612746,LAC,32.0,74,0.297,1673.9183333333333,138,342,0.404,0,6,0.0,62,71,0.873,15,127,142,328,71,100,11,11,160,84,338,-332,1,0
1730,Brian Skinner,1610612756,PHX,32.0,66,0.712,843.975,92,198,0.465,2,3,0.667,33,63,0.524,63,175,238,15,39,21,77,11,112,64,219,-67,0,0
1477,Bruce Bowen,1610612759,SAS,37.0,81,0.691,2447.5866666666666,174,428,0.407,90,215,0.419,45,69,0.652,33,201,234,91,46,54,22,13,177,90,483,204,0,0
101139,CJ Miles,1610612762,UTA,21.0,60,0.633,689.4266666666666,113,236,0.479,30,77,0.39,41,52,0.788,16,62,78,53,27,32,8,4,98,36,297,120,0,0
2306,Carlos Arroyo,1610612753,ORL,28.0,62,0.645,1268.9566666666667,157,348,0.451,29,84,0.345,87,102,0.853,10,103,113,219,77,26,2,14,85,100,430,134,0,0
2430,Carlos Boozer,1610612762,UTA,26.0,81,0.654,2826.6016666666665,709,1297,0.547,0,1,0.0,290,393,0.738,197,647,844,233,210,100,41,92,293,274,1708,421,51,1
