Team,Year,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20
MIL,2021,Opponent,72,17330,3052,6688,.456,1068,2778,.384,1984,3910,.507,1053,1350,.780,693,2435,3128,1804,507,348,947,1320,8225
MIL,2021,Opponent/G,,240.7,42.4,92.9,.456,14.8,38.6,.384,27.6,54.3,.507,14.6,18.8,.780,9.6,33.8,43.4,25.1,7.0,4.8,13.2,18.3,114.2
MIL,2021,Lg Rank,,22,23,30,5,30,28,29,10,17,2,3,1,17,9,13,13,17,6,15,20,24,22
MIL,2021,Year/Year,,-0.1%,8.8%,-1.2%,+.042,6.2%,-1.9%,+.029,10.3%,-0.7%,+.051,-12.6%,-11.8%,-.007,1.4%,-6.9%,-5.2%,3.7%,-4.5%,8.2%,-6.8%,-15.6%,5.2%
MIN,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIN,2021,Team,72,17405,2932,6546,.448,944,2706,.349,1988,3840,.518,1265,1662,.761,757,2376,3133,1846,632,398,1027,1507,8073
MIN,2021,Team/G,,241.7,40.7,90.9,.448,13.1,37.6,.349,27.6,53.3,.518,17.6,23.1,.761,10.5,33.0,43.5,25.6,8.8,5.5,14.3,20.9,112.1
MIN,2021,Lg Rank,,11,20,6,27,12,7,25,18,17,21,8,7,22,9,27,20,11,3,3,19,27,18
MIN,2021,Year/Year,,-0.6%,0.8%,-0.8%,+.007,-1.6%,-5.3%,+.013,2.0%,2.7%,-.003,-8.1%,-9.0%,+.008,-0.3%,-3.7%,-2.9%,7.6%,1.2%,-2.3%,-6.9%,-2.2%,-1.0%
MIN,2021,Opponent,72,17405,3098,6426,.482,945,2412,.392,2153,4014,.536,1332,1695,.786,718,2579,3297,1932,550,398,1102,1432,8473
MIN,2021,Opponent/G,,241.7,43.0,89.3,.482,13.1,33.5,.392,29.9,55.8,.536,18.5,23.5,.786,10.0,35.8,45.8,26.8,7.6,5.5,15.3,19.9,117.7
MIN,2021,Lg Rank,,11,27,20,28,21,12,30,23,25,19,27,26,23,20,23,22,29,16,26,3,8,29
MIN,2021,Year/Year,,-0.6%,-0.2%,-1.3%,+.005,13.5%,5.1%,+.029,-5.3%,-4.8%,-.003,-6.3%,-6.6%,+.003,-1.4%,-3.8%,-3.3%,10.1%,-2.0%,-0.3%,-1.3%,-8.0%,0.1%
NOP,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NOP,2021,Team,72,17430,3060,6412,.477,762,2190,.348,2298,4222,.544,1369,1878,.729,845,2568,3413,1872,545,315,1052,1295,8251
NOP,2021,Team/G,,242.1,42.5,89.1,.477,10.6,30.4,.348,31.9,58.6,.544,19.0,26.1,.729,11.7,35.7,47.4,26.0,7.6,4.4,14.6,18.0,114.6
NOP,2021,Lg Rank,,6,9,10,7,27,25,26,2,4,8,4,2,29,1,3,3,10,15,24,22,4,9
NOP,2021,Year/Year,,0.0%,-0.2%,-2.8%,+.013,-22.4%,-17.5%,-.022,10.3%,7.1%,+.016,11.4%,11.3%,+.000,6.0%,0.7%,1.9%,-3.1%,1.1%,-12.0%,-10.9%,-15.0%,-1.1%
NOP,2021,Opponent,72,17430,3016,6431,.469,1043,2745,.380,1973,3686,.535,1197,1516,.790,644,2366,3010,1866,555,426,961,1534,8272
NOP,2021,Opponent/G,,242.1,41.9,89.3,.469,14.5,38.1,.380,27.4,51.2,.535,16.6,21.1,.790,8.9,32.9,41.8,25.9,7.7,5.9,13.3,21.3,114.9
NOP,2021,Lg Rank,,6,19,21,19,29,27,25,8,6,18,11,11,28,3,6,3,25,20,30,18,2,24
NOP,2021,Year/Year,,0.0%,-2.0%,-2.7%,+.004,18.5%,12.6%,+.019,-10.2%,-11.7%,+.009,-14.5%,-14.6%,+.001,-11.4%,-5.4%,-6.8%,5.8%,-9.8%,22.4%,-8.0%,1.0%,-1.9%
NYK,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NYK,2021,Team,72,17430,2839,6225,.456,847,2163,.392,1992,4062,.490,1181,1506,.784,696,2554,3250,1541,507,365,932,1473,7706
NYK,2021,Team/G,,242.1,39.4,86.5,.456,11.8,30.0,.392,27.7,56.4,.490,16.4,20.9,.784,9.7,35.5,45.1,21.4,7.0,5.1,12.9,20.5,107.0
NYK,2021,Lg Rank,,6,24,26,21,21,27,3,17,8,29,21,23,14,16,7,9,29,21,11,6,25,26
NYK,2021,Year/Year,,0.1%,-1.3%,-3.2%,+.009,23.0%,5.9%,+.055,-9.0%,-7.5%,-.008,0.6%,-10.9%,+.090,-19.7%,3.0%,-2.9%,-3.0%,-7.8%,6.9%,-9.7%,-7.8%,1.2%
NYK,2021,Opponent,72,17430,2730,6209,.440,864,2565,.337,1866,3644,.512,1216,1598,.761,695,2478,3173,1696,472,391,918,1286,7540
NYK,2021,Opponent/G,,242.1,37.9,86.2,.440,12.0,35.6,.337,25.9,50.6,.512,16.9,22.2,.761,9.7,34.4,44.1,23.6,6.6,5.4,12.8,17.9,104.7
NYK,2021,Lg Rank,,6,1,5,1,10,21,1,3,5,5,13,17,4,10,17,16,6,3,25,23,29,1
NYK,2021,Year/Year,,0.1%,-4.9%,0.2%,-.024,-9.7%,2.1%,-.044,-2.5%,-1.0%,-.008,-12.2%,-13.6%,+.012,0.8%,-0.5%,-0.3%,-3.1%,-8.7%,7.6%,-7.2%,-9.7%,-6.7%
OKC,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
OKC,2021,Team,72,17355,2795,6338,.441,857,2529,.339,1938,3809,.509,1113,1536,.725,715,2568,3283,1588,504,316,1162,1305,7560
OKC,2021,Team/G,,241.0,38.8,88.0,.441,11.9,35.1,.339,26.9,52.9,.509,15.5,21.3,.725,9.9,35.7,45.6,22.1,7.0,4.4,16.1,18.1,105.0
OKC,2021,Lg Rank,,19,27,19,29,20,13,29,23,18,27,29,17,30,14,3,6,27,23,23,30,6,28
OKC,2021,Year/Year,,-0.4%,-2.9%,3.0%,-.027,11.3%,16.5%,-.016,-8.1%,-4.4%,-.020,-21.7%,-14.0%,-.071,20.6%,2.9%,6.3%,1.7%,-8.4%,-10.5%,17.8%,-6.1%,-4.9%
OKC,2021,Opponent,72,17355,3123,6603,.473,978,2688,.364,2145,3915,.548,1102,1426,.773,729,2663,3392,1856,647,378,942,1336,8326
OKC,2021,Opponent/G,,241.0,43.4,91.7,.473,13.6,37.3,.364,29.8,54.4,.548,15.3,19.8,.773,10.1,37.0,47.1,25.8,9.0,5.3,13.1,18.6,115.6
OKC,2021,Lg Rank,,19,29,29,24,24,26,12,22,19,28,5,5,8,23,27,26,22,30,21,21,23,26
OKC,2021,Year/Year,,-0.4%,6.3%,2.3%,+.018,20.1%,12.2%,+.024,1.0%,-3.5%,+.025,-1.5%,1.3%,-.022,-3.3%,7.7%,5.1%,12.1%,28.1%,30.3%,-8.0%,-18.6%,6.6%
ORL,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ORL,2021,Team,72,17330,2754,6423,.429,784,2288,.343,1970,4135,.476,1196,1543,.775,747,2525,3272,1571,496,318,924,1237,7488
ORL,2021,Team/G,,240.7,38.3,89.2,.429,10.9,31.8,.343,27.4,57.4,.476,16.6,21.4,.775,10.4,35.1,45.4,21.8,6.9,4.4,12.8,17.2,104.0
ORL,2021,Lg Rank,,22,30,8,30,26,22,27,20,5,30,15,15,17,11,10,7,28,25,22,5,1,29
ORL,2021,Year/Year,,0.0%,-2.7%,0.7%,-.015,-1.5%,-1.5%,-.000,-3.2%,1.9%,-.025,-5.4%,-5.5%,+.001,0.8%,2.5%,2.1%,-8.8%,-16.0%,-18.6%,-0.0%,-6.1%,-3.1%
ORL,2021,Opponent,72,17330,3039,6456,.471,987,2649,.373,2052,3807,.539,1093,1390,.786,704,2706,3410,1874,548,384,917,1343,8158
ORL,2021,Opponent/G,,240.7,42.2,89.7,.471,13.7,36.8,.373,28.5,52.9,.539,15.2,19.3,.786,9.8,37.6,47.4,26.0,7.6,5.3,12.7,18.7,113.3
ORL,2021,Lg Rank,,22,22,23,21,25,25,21,14,9,22,4,4,24,12,29,28,27,15,24,24,20,20
ORL,2021,Year/Year,,0.0%,4.5%,3.2%,+.006,12.1%,9.5%,+.009,1.2%,-0.8%,+.010,-0.5%,-2.5%,+.015,8.1%,4.9%,5.5%,5.3%,8.7%,15.2%,-12.7%,-4.1%,4.6%
PHI,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHI,2021,Team,72,17430,2981,6257,.476,811,2169,.374,2170,4088,.531,1409,1836,.767,722,2522,3244,1706,655,447,1040,1456,8182
PHI,2021,Team/G,,242.1,41.4,86.9,.476,11.3,30.1,.374,30.1,56.8,.531,19.6,25.5,.767,10.0,35.0,45.1,23.7,9.1,6.2,14.4,20.2,113.6
PHI,2021,Lg Rank,,6,14,24,8,23,26,11,10,7,16,3,3,20,13,13,10,22,1,2,21,23,14
PHI,2021,Year/Year,,0.4%,0.7%,-1.1%,+.009,-3.0%,-4.7%,+.006,2.2%,0.8%,+.007,15.6%,13.6%,+.013,-4.2%,0.2%,-0.8%,-8.2%,13.3%,16.5%,1.7%,-3.5%,2.6%
PHI,2021,Opponent,72,17430,2835,6259,.453,857,2378,.360,1978,3881,.510,1253,1640,.764,702,2388,3090,1694,521,335,1122,1509,7780
PHI,2021,Opponent/G,,242.1,39.4,86.9,.453,11.9,33.0,.360,27.5,53.9,.510,17.4,22.8,.764,9.8,33.2,42.9,23.5,7.2,4.7,15.6,21.0,108.1
PHI,2021,Lg Rank,,6,4,10,4,8,11,9,9,13,3,21,23,6,11,8,11,5,8,12,2,4,6
PHI,2021,Year/Year,,0.4%,-1.1%,1.1%,-.010,14.5%,12.2%,+.007,-6.5%,-4.7%,-.010,-5.3%,-6.9%,+.013,13.3%,-0.2%,2.6%,3.4%,3.6%,15.5%,12.7%,2.5%,-0.3%
PHO,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,2021,Team,72,17480,3118,6357,.490,940,2490,.378,2178,3867,.563,1124,1347,.834,630,2462,3092,1939,517,312,902,1374,8300
PHO,2021,Team/G,,242.8,43.3,88.3,.490,13.1,34.6,.378,30.3,53.7,.563,15.6,18.7,.834,8.8,34.2,42.9,26.9,7.2,4.3,12.5,19.1,115.3
PHO,2021,Lg Rank,,1,2,16,2,13,15,7,9,16,2,28,29,2,28,18,23,3,19,25,4,14,7
PHO,2021,Year/Year,,0.7%,5.2%,0.3%,+.023,14.7%,8.8%,+.019,1.5%,-4.6%,+.034,-21.5%,-21.5%,+.001,-10.3%,1.3%,-1.3%,-1.1%,-6.2%,9.1%,-15.1%,-13.4%,1.5%
PHO,2021,Opponent,72,17480,2916,6248,.467,836,2359,.354,2080,3889,.535,1213,1560,.778,674,2401,3075,1652,498,258,981,1294,7881
PHO,2021,Opponent/G,,242.8,40.5,86.8,.467,11.6,32.8,.354,28.9,54.0,.535,16.8,21.7,.778,9.4,33.3,42.7,22.9,6.9,3.6,13.6,18.0,109.5
PHO,2021,Lg Rank,,1,11,9,15,7,10,5,18,15,17,12,13,15,6,10,9,4,5,1,17,28,7
PHO,2021,Year/Year,,0.7%,-1.8%,-0.7%,-.005,-0.0%,2.4%,-.009,-2.5%,-2.5%,-.000,-12.7%,-11.5%,-.010,2.9%,-2.5%,-1.4%,-2.8%,-12.3%,-34.8%,-12.7%,-20.6%,-3.5%
POR,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
POR,2021,Team,72,17305,2973,6558,.453,1132,2939,.385,1841,3619,.509,1282,1558,.823,766,2441,3207,1531,496,363,799,1362,8360
POR,2021,Team/G,,240.3,41.3,91.1,.453,15.7,40.8,.385,25.6,50.3,.509,17.8,21.6,.823,10.6,33.9,44.5,21.3,6.9,5.0,11.1,18.9,116.1
POR,2021,Lg Rank,,24,15,4,23,2,2,6,27,24,28,6,13,3,3,20,12,30,25,13,1,10,5
POR,2021,Year/Year,,-0.3%,-2.1%,-0.1%,-.009,22.2%,19.6%,+.008,-12.8%,-11.9%,-.005,0.4%,-1.9%,+.019,4.4%,-3.5%,-1.7%,3.2%,9.6%,-17.3%,-13.2%,-12.8%,1.0%
POR,2021,Opponent,72,17305,3007,6355,.473,928,2494,.372,2079,3861,.538,1289,1638,.787,710,2558,3268,1794,440,333,892,1374,8231
POR,2021,Opponent/G,,240.3,41.8,88.3,.473,12.9,34.6,.372,28.9,53.6,.538,17.9,22.8,.787,9.9,35.5,45.4,24.9,6.1,4.6,12.4,19.1,114.3
POR,2021,Lg Rank,,24,18,15,25,19,17,20,17,10,21,24,22,26,16,22,21,16,1,10,28,16,23
POR,2021,Year/Year,,-0.3%,0.0%,-3.7%,+.017,-4.9%,-2.1%,-.011,2.4%,-4.7%,+.037,-6.0%,-7.9%,+.016,-14.4%,0.5%,-3.2%,0.2%,-9.9%,-6.0%,-3.8%,-5.1%,-1.6%
SAC,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,2021,Team,72,17305,3067,6382,.481,874,2400,.364,2193,3982,.551,1181,1585,.745,674,2307,2981,1836,543,358,963,1400,8189
SAC,2021,Team/G,,240.3,42.6,88.6,.481,12.1,33.3,.364,30.5,55.3,.551,16.4,22.0,.745,9.4,32.0,41.4,25.5,7.5,5.0,13.4,19.4,113.7
SAC,2021,Lg Rank,,24,8,13,6,19,20,16,6,10,7,21,11,25,22,30,30,12,16,15,11,20,11
SAC,2021,Year/Year,,-0.9%,4.2%,0.3%,+.018,-4.4%,-4.4%,+.000,8.1%,3.3%,+.024,4.8%,8.3%,-.025,-3.0%,-2.7%,-2.8%,7.2%,-2.3%,22.2%,-7.7%,-12.2%,3.3%
SAC,2021,Opponent,72,17305,3139,6438,.488,893,2349,.380,2246,4089,.549,1283,1631,.787,767,2489,3256,1823,545,336,988,1348,8454
SAC,2021,Opponent/G,,240.3,43.6,89.4,.488,12.4,32.6,.380,31.2,56.8,.549,17.8,22.7,.787,10.7,34.6,45.2,25.3,7.6,4.7,13.7,18.7,117.4
SAC,2021,Lg Rank,,24,30,22,30,13,8,26,29,26,29,22,21,25,28,19,20,18,14,13,16,19,28
SAC,2021,Year/Year,,-0.9%,8.3%,4.5%,+.017,-0.1%,-6.3%,+.023,12.1%,12.0%,+.001,-7.3%,-6.9%,-.003,17.3%,0.3%,3.9%,1.8%,-2.2%,10.5%,-9.7%,-4.0%,4.7%
SAS,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAS,2021,Team,72,17480,3014,6518,.462,716,2046,.350,2298,4472,.514,1254,1584,.792,669,2489,3158,1759,505,366,821,1293,7998
SAS,2021,Team/G,,242.8,41.9,90.5,.462,9.9,28.4,.350,31.9,62.1,.514,17.4,22.0,.792,9.3,34.6,43.9,24.4,7.0,5.1,11.4,18.0,111.1
SAS,2021,Lg Rank,,1,11,7,20,30,30,24,2,1,24,9,12,10,24,16,18,16,22,10,2,3,20
SAS,2021,Year/Year,,0.1%,-0.8%,1.2%,-.009,-7.1%,-0.2%,-.026,1.4%,1.9%,-.002,-8.3%,-6.1%,-.018,3.1%,-3.0%,-1.8%,-0.9%,-3.9%,-7.5%,-9.5%,-7.4%,-2.6%
SAS,2021,Opponent,72,17480,3055,6469,.472,885,2350,.377,2170,4119,.527,1128,1489,.758,732,2681,3413,1784,454,369,949,1338,8123
SAS,2021,Opponent/G,,242.8,42.4,89.8,.472,12.3,32.6,.377,30.1,57.2,.527,15.7,20.7,.758,10.2,37.2,47.4,24.8,6.3,5.1,13.2,18.6,112.8
SAS,2021,Lg Rank,,1,24,24,22,11,9,23,27,27,13,7,9,2,24,28,29,14,2,19,19,22,19
SAS,2021,Year/Year,,0.1%,0.3%,-0.4%,+.003,-6.3%,-7.0%,+.003,3.2%,3.9%,-.003,-10.2%,-7.9%,-.019,8.5%,3.6%,4.7%,-3.6%,-7.9%,18.1%,-0.1%,-7.3%,-2.0%
TOR,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
TOR,2021,Team,72,17305,2859,6383,.448,1041,2831,.368,1818,3552,.512,1252,1536,.815,680,2314,2994,1735,618,389,952,1526,8011
TOR,2021,Team/G,,240.3,39.7,88.7,.448,14.5,39.3,.368,25.3,49.3,.512,17.4,21.3,.815,9.4,32.1,41.6,24.1,8.6,5.4,13.2,21.2,111.3
TOR,2021,Lg Rank,,24,23,12,26,4,4,15,29,26,25,10,17,4,20,29,28,20,4,4,8,28,19
TOR,2021,Year/Year,,-0.4%,-1.3%,0.8%,-.010,4.6%,6.3%,-.006,-4.4%,-3.2%,-.007,-5.8%,-8.0%,+.019,-0.7%,-10.4%,-8.4%,-4.5%,-2.8%,8.7%,-10.8%,-2.1%,-1.3%
TOR,2021,Opponent,72,17305,2809,6099,.461,1001,2641,.379,1808,3458,.523,1426,1785,.799,720,2582,3302,1872,477,402,1161,1405,8045
TOR,2021,Opponent/G,,240.3,39.0,84.7,.461,13.9,36.7,.379,25.1,48.0,.523,19.8,24.8,.799,10.0,35.9,45.9,26.0,6.6,5.6,16.1,19.5,111.7
TOR,2021,Lg Rank,,24,2,1,10,26,24,24,2,2,8,28,28,29,22,25,23,26,4,27,1,12,15
TOR,2021,Year/Year,,-0.4%,3.2%,-4.1%,+.033,6.2%,-5.6%,+.042,1.7%,-2.9%,+.024,11.1%,6.9%,+.030,-8.4%,2.1%,-0.4%,1.7%,-8.3%,1.8%,-4.2%,-4.2%,4.9%
UTA,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
UTA,2021,Team,72,17355,2971,6344,.468,1205,3098,.389,1766,3246,.544,1235,1546,.799,765,2709,3474,1703,474,371,1023,1335,8382
UTA,2021,Team/G,,241.0,41.3,88.1,.468,16.7,43.0,.389,24.5,45.1,.544,17.2,21.5,.799,10.6,37.6,48.3,23.7,6.6,5.2,14.2,18.5,116.4
UTA,2021,Lg Rank,,19,17,18,16,1,1,4,30,30,9,12,14,8,4,2,1,23,29,8,18,8,4
UTA,2021,Year/Year,,0.0%,2.9%,3.5%,-.002,25.1%,22.1%,+.009,-8.2%,-9.7%,+.009,-3.4%,-5.8%,+.020,16.6%,5.1%,7.5%,5.4%,8.2%,27.1%,-6.1%,-9.1%,4.6%
UTA,2021,Opponent,72,17355,2943,6581,.447,783,2293,.341,2160,4288,.504,1047,1364,.768,706,2362,3068,1604,554,282,827,1365,7716
UTA,2021,Opponent/G,,241.0,40.9,91.4,.447,10.9,31.8,.341,30.0,59.6,.504,14.5,18.9,.768,9.8,32.8,42.6,22.3,7.7,3.9,11.5,19.0,107.2
UTA,2021,Lg Rank,,19,12,27,2,1,3,2,25,29,1,2,2,7,15,5,7,1,19,3,30,17,3
UTA,2021,Year/Year,,0.0%,0.4%,2.6%,-.009,-0.9%,2.6%,-.012,0.9%,2.5%,-.008,-11.6%,-11.7%,+.001,2.6%,-1.0%,-0.2%,3.6%,-2.1%,-14.3%,-7.0%,-9.1%,-1.5%
WAS,2021,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
WAS,2021,Team,72,17405,3108,6547,.475,733,2088,.351,2375,4459,.533,1449,1884,.769,697,2557,3254,1835,528,297,1037,1555,8398
WAS,2021,Team/G,,241.7,43.2,90.9,.475,10.2,29.0,.351,33.0,61.9,.533,20.1,26.2,.769,9.7,35.5,45.2,25.5,7.3,4.1,14.4,21.6,116.6
WAS,2021,Lg Rank,,11,5,5,10,28,29,23,1,2,14,1,1,19,15,6,8,13,18,28,20,30,3
WAS,2021,Year/Year,,0.3%,3.9%,0.0%,+.018,-15.2%,-11.0%,-.017,11.7%,6.2%,+.026,3.9%,6.4%,-.018,-4.8%,11.4%,7.5%,1.9%,-8.0%,-3.9%,1.7%,-4.8%,1.9%
WAS,2021,Opponent,72,17405,3103,6594,.471,896,2425,.369,2207,4169,.529,1428,1828,.781,738,2580,3318,1762,587,348,1056,1586,8530
WAS,2021,Opponent/G,,241.7,43.1,91.6,.471,12.4,33.7,.369,30.7,57.9,.529,19.8,25.4,.781,10.3,35.8,46.1,24.5,8.2,4.8,14.7,22.0,118.5
WAS,2021,Lg Rank,,11,28,28,20,15,13,19,28,28,15,30,29,18,25,24,24,12,25,15,10,1,30
WAS,2021,Year/Year,,0.3%,-0.0%,3.6%,-.017,0.0%,1.6%,-.006,-0.0%,4.8%,-.026,-2.9%,-3.3%,+.003,-2.0%,0.3%,-0.2%,-2.9%,8.5%,-4.1%,-9.2%,-0.9%,-0.5%
ATL,2022,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ATL,2022,Team,82,19705,3401,7241,.470,1056,2821,.374,2345,4420,.531,1485,1829,.812,823,2783,3606,2017,587,348,972,1534,9343
ATL,2022,Team/G,,240.3,41.5,88.3,.470,12.9,34.4,.374,28.6,53.9,.531,18.1,22.3,.812,10.0,33.9,44.0,24.6,7.2,4.2,11.9,18.7,113.9
ATL,2022,Lg Rank,,30,11,13,7,11,18,2,14,13,18,3,11,4,17,17,20,15,22,23,1,7,6
ATL,2022,Year/Year,,-0.6%,1.7%,1.2%,+.002,3.6%,3.1%,+.002,0.8%,0.1%,+.004,-8.0%,-8.0%,-.000,-4.9%,-3.2%,-3.6%,2.0%,2.5%,-10.7%,-10.4%,-3.2%,0.2%
ATL,2022,Opponent,82,19705,3435,7294,.471,1051,2888,.364,2384,4406,.541,1294,1634,.792,838,2758,3596,2085,576,367,1046,1668,9215
ATL,2022,Opponent/G,,240.3,41.9,89.0,.471,12.8,35.2,.364,29.1,53.7,.541,15.8,19.9,.792,10.2,33.6,43.9,25.4,7.0,4.5,12.8,20.3,112.4
ATL,2022,Lg Rank,,30,24,19,23,21,17,25,21,17,21,6,5,27,13,11,13,23,5,10,27,6,21
ATL,2022,Year/Year,,-0.6%,1.5%,-0.2%,+.008,7.6%,3.1%,+.015,-0.9%,-2.3%,+.007,-6.8%,-5.5%,-.011,2.3%,3.0%,2.8%,4.4%,-9.2%,-11.2%,3.7%,3.0%,0.9%
BOS,2022,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BOS,2022,Team,82,19905,3341,7167,.466,1085,3044,.356,2256,4123,.547,1397,1713,.816,863,2915,3778,2036,591,478,1118,1521,9164
BOS,2022,Team/G,,242.7,40.7,87.4,.466,13.2,37.1,.356,27.5,50.3,.547,17.0,20.9,.816,10.5,35.5,46.1,24.8,7.2,5.8,13.6,18.5,111.8
BOS,2022,Lg Rank,,2,13,18,15,8,9,14,18,23,6,14,24,2,11,4,5,14,19,2,13,5,12
BOS,2022,Year/Year,,0.6%,-1.7%,-1.7%,-.000,-2.7%,2.1%,-.018,-1.3%,-4.3%,+.017,5.7%,0.5%,+.040,-0.9%,5.7%,4.1%,5.8%,-6.7%,9.6%,-3.0%,-9.2%,-0.8%
BOS,2022,Opponent,82,19905,3137,7221,.434,969,2860,.339,2168,4361,.497,1324,1692,.783,858,2727,3585,1773,618,376,1133,1592,8567
BOS,2022,Opponent/G,,242.7,38.3,88.1,.434,11.8,34.9,.339,26.4,53.2,.497,16.1,20.6,.783,10.5,33.3,43.7,21.6,7.5,4.6,13.8,19.4,104.5
BOS,2022,Lg Rank,,2,3,15,1,9,14,1,4,12,1,10,9,23,19,10,12,1,17,11,13,20,1
BOS,2022,Year/Year,,0.6%,-4.2%,2.4%,-.030,-8.0%,1.5%,-.035,-2.4%,3.0%,-.027,-12.5%,-12.2%,-.003,11.3%,0.5%,2.9%,-10.1%,2.2%,-1.2%,-2.0%,0.6%,-6.0%
BRK,2022,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
BRK,2022,Team,82,19755,3442,7251,.475,940,2602,.361,2502,4649,.538,1434,1781,.805,844,2796,3640,2071,582,448,1153,1670,9258
BRK,2022,Team/G,,240.9,42.0,88.4,.475,11.5,31.7,.361,30.5,56.7,.538,17.5,21.7,.805,10.3,34.1,44.4,25.3,7.1,5.5,14.1,20.4,112.9
BRK,2022,Lg Rank,,19,5,12,4,24,28,10,5,6,15,10,14,6,14,15,13,10,24,5,17,22,9
BRK,2022,Year/Year,,-0.3%,-2.7%,1.2%,-.019,-19.1%,-12.1%,-.031,5.3%,10.7%,-.027,-3.5%,-3.6%,+.001,15.8%,-4.1%,-0.1%,-5.7%,5.6%,3.8%,3.8%,7.0%,-4.8%
BRK,2022,Opponent,82,19755,3340,7395,.452,1026,2974,.345,2314,4421,.523,1488,1888,.788,926,2690,3616,1954,650,403,1088,1616,9194
BRK,2022,Opponent/G,,240.9,40.7,90.2,.452,12.5,36.3,.345,28.2,53.9,.523,18.1,23.0,.788,11.3,32.8,44.1,23.8,7.9,4.9,13.3,19.7,112.1
BRK,2022,Lg Rank,,19,15,24,7,17,22,8,16,19,9,26,25,25,27,6,15,9,22,21,18,16,18
BRK,2022,Year/Year,,-0.3%,-2.8%,-1.2%,-.007,-5.3%,0.2%,-.020,-1.7%,-2.1%,+.002,6.4%,4.7%,+.013,8.0%,0.6%,2.4%,-0.8%,3.8%,7.2%,5.2%,4.3%,-1.7%
CHO,2022,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHO,2022,Team,82,19880,3508,7497,.468,1143,3130,.365,2365,4367,.542,1298,1753,.740,888,2767,3655,2302,707,402,1087,1629,9457
CHO,2022,Team/G,,242.4,42.8,91.4,.468,13.9,38.2,.365,28.8,53.3,.542,15.8,21.4,.740,10.8,33.7,44.6,28.1,8.6,4.9,13.3,19.9,115.3
CHO,2022,Lg Rank,,3,4,3,11,5,6,6,12,15,11,25,19,27,9,21,12,1,5,11,10,18,4
CHO,2022,Year/Year,,0.6%,7.1%,4.1%,+.013,1.9%,3.1%,-.004,9.9%,4.8%,+.025,-0.5%,2.3%,-.021,2.3%,1.7%,1.8%,4.6%,9.9%,2.6%,-10.7%,10.2%,5.4%
CHO,2022,Opponent,82,19880,3444,7388,.466,1148,3170,.362,2296,4218,.544,1385,1815,.763,931,2920,3851,2169,617,377,1229,1609,9421
